Symbology_ID,SymbolType,Key,NonPaddedKey,Description,Symbol
Symbol804,Point,AZGS.2104,AZGS.2104,inclined second generation tectonic fabric,"{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":0.0019999999999999957,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-7.23,""ymin"":-7.2,""xmax"":7.17,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[-0.27,5.85],[-0.27,1.2],[2.43,1.2],[2.43,0.59],[-0.27,0.59],[-0.27,-0.6],[2.43,-0.6],[2.43,-1.21],[-0.27,-1.21],[-0.27,-7.2],[-0.88,-7.2],[-2.49,-3.6],[-1.89,-3.6],[-0.88,-5.88],[-0.88,7.2],[-0.27,7.2],[1.35,3.6],[0.75,3.6],[-0.27,5.85]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol805,Point,AZGS.2105,AZGS.2105,vertical second generation tectonic fabric,"{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":0,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-7.2,""ymin"":-7.2,""xmax"":7.2,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[0.3,1.2],[3.0,1.2],[3.0,0.59],[0.3,0.59],[0.3,-0.59],[3.0,-0.59],[3.0,-1.2],[0.3,-1.2],[0.3,-7.2],[-0.3,-7.2],[-1.92,-3.6],[-1.31,-3.6],[-0.3,-5.88],[-0.3,-1.2],[-3.0,-1.2],[-3.0,-0.59],[-0.3,-0.59],[-0.3,0.59],[-3.0,0.59],[-3.0,1.2],[-0.3,1.2],[-0.3,7.2],[0.3,7.2],[1.93,3.6],[1.32,3.6],[0.3,5.86],[0.3,1.2]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol806,Point,AZGS.2106,AZGS.2106,inclined third generation tectonic fabric,"{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":0.0025000000000000022,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-7.24,""ymin"":-7.2,""xmax"":7.16,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[-0.27,-7.2],[-0.88,-7.2],[-2.49,-3.6],[-1.89,-3.6],[-0.88,-5.88],[-0.88,7.2],[-0.27,7.2],[1.35,3.6],[0.75,3.6],[-0.27,5.86],[-0.27,1.8],[2.42,1.8],[2.42,1.2],[-0.27,1.2],[-0.27,0.3],[2.42,0.3],[2.42,-0.3],[-0.27,-0.3],[-0.27,-1.2],[2.42,-1.2],[2.42,-1.8],[-0.27,-1.8],[-0.27,-7.2]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol807,Point,AZGS.2107,AZGS.2107,vertical third generation tectonic fabric,"{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":0.00099999999999998246,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-7.21,""ymin"":-7.2,""xmax"":7.19,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[0.29,1.8],[2.98,1.8],[2.98,1.2],[0.29,1.2],[0.29,0.3],[2.98,0.3],[2.98,-0.3],[0.29,-0.3],[0.29,-1.2],[2.98,-1.2],[2.98,-1.8],[0.29,-1.8],[0.29,-7.2],[-0.32,-7.2],[-1.93,-3.6],[-1.32,-3.6],[-0.32,-5.88],[-0.32,-1.8],[-3.01,-1.8],[-3.01,-1.2],[-0.32,-1.2],[-0.32,-0.3],[-3.01,-0.3],[-3.01,0.3],[-0.32,0.3],[-0.32,1.2],[-3.01,1.2],[-3.01,1.8],[-0.32,1.8],[-0.32,7.2],[0.29,7.2],[1.92,3.6],[1.31,3.6],[0.29,5.86],[0.29,1.8]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol808,Point,AZGS.2114,AZGS.2114,composite inclined tectonic/igneous foliation,"{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":-0.083500000000000005,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-6.0,""ymin"":-7.2,""xmax"":8.4,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[0.16,-1.2],[0.16,-6.6],[2.85,-6.6],[2.85,-7.2],[-0.45,-7.2],[-0.45,7.2],[2.85,7.2],[2.85,6.6],[0.16,6.6],[0.16,1.2],[2.85,1.2],[2.85,0.59],[0.16,0.59],[0.16,-0.6],[2.85,-0.6],[2.85,-1.2],[0.16,-1.2]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol809,Point,AZGS.2115,AZGS.2115,"Composite foliation, cleavage parallel to bedding","{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":0.00049900199600798399,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.43,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-7.22,""ymin"":-7.21,""xmax"":7.21,""ymax"":7.21},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[-1.05,-6.61],[1.64,-6.61],[1.64,-7.21],[-1.66,-7.21],[-1.66,7.21],[1.64,7.21],[1.64,6.61],[-1.05,6.61],[-1.05,0.32],[1.64,0.32],[1.64,-0.29],[-1.05,-0.29],[-1.05,-6.61]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol810,Point,AZGS.2116,AZGS.2116,"Composite foliation, cleavage parallel to bedding","{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":0.00049999999999997572,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-7.21,""ymin"":-7.2,""xmax"":7.19,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[0.29,6.6],[0.29,0.3],[3.0,0.3],[3.0,-0.3],[0.29,-0.3],[0.29,-6.6],[3.0,-6.6],[3.0,-7.2],[-3.01,-7.2],[-3.01,-6.6],[-0.32,-6.6],[-0.32,-0.3],[-3.01,-0.3],[-3.01,0.3],[-0.32,0.3],[-0.32,6.6],[-3.01,6.6],[-3.01,7.2],[3.0,7.2],[3.0,6.6],[0.29,6.6]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol811,Point,AZGS.2125,AZGS.2125,superimposed schistosity,"{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":-0.104,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-5.7,""ymin"":-7.2,""xmax"":8.7,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[0.3,1.08],[0.3,-1.08],[2.13,0.0],[0.3,1.08]],[[0.3,-1.8],[0.3,-6.6],[3.0,-6.6],[3.0,-7.2],[-0.3,-7.2],[-0.3,7.2],[0.3,7.2],[0.3,1.8],[3.3,0.0],[0.3,-1.8]],[[0.3,-4.94],[0.3,-5.54],[3.0,-5.54],[3.0,-4.94],[0.3,-4.94]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol812,Point,AZGS.2126,AZGS.2126,"Foliation, laminated differentiated","{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":-0.050000000000000003,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-6.48,""ymin"":-7.2,""xmax"":7.92,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[-1.83,2.19],[-1.83,2.91],[-0.33,2.04],[-0.33,7.2],[0.27,7.2],[0.27,1.71],[3.27,0.0],[0.27,-1.71],[0.27,-6.6],[2.97,-6.6],[2.97,-7.2],[-0.33,-7.2],[-0.33,1.32],[-1.83,2.19]],[[0.27,-0.99],[2.02,0.0],[0.27,0.96],[0.27,-0.99]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol813,Point,AZGS.2127,AZGS.2127,Laminated differentiated foliation,"{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":-0.046999999999999993,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-6.52,""ymin"":-7.2,""xmax"":7.88,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[-1.87,2.19],[-1.87,2.91],[-0.37,2.04],[-0.37,7.2],[0.23,7.2],[0.23,1.71],[3.23,0.0],[0.23,-1.71],[0.23,-7.2],[-0.37,-7.2],[-0.37,1.32],[-1.87,2.19]],[[0.23,-0.99],[1.97,0.0],[0.23,0.96],[0.23,-0.99]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol814,Point,AZGS.3754,AZGS.3754,inclined fourth generation tectonic fabric,"{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":0,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-7.2,""ymin"":-7.2,""xmax"":7.2,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[-0.24,5.85],[-0.24,2.55],[2.46,2.55],[2.46,1.96],[-0.24,1.96],[-0.24,1.05],[2.46,1.05],[2.46,0.46],[-0.24,0.46],[-0.24,-7.2],[-0.85,-7.2],[-2.46,-3.6],[-1.86,-3.6],[-0.85,-5.88],[-0.85,7.2],[-0.24,7.2],[1.38,3.6],[0.78,3.6],[-0.24,5.85]],[[-0.24,-2.55],[-0.24,-0.43],[2.46,-0.43],[2.46,-1.04],[-0.24,-1.04],[-0.24,-1.94],[2.46,-1.94],[2.46,-2.55],[-0.24,-2.55]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol815,Point,AZGS.3755,AZGS.3755,vertical fourth generation tectonic fabric,"{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":0.00099999999999998246,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-7.21,""ymin"":-7.2,""xmax"":7.19,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[0.29,-0.45],[2.98,-0.45],[2.98,-1.05],[0.29,-1.05],[0.29,-1.94],[2.98,-1.94],[2.98,-2.55],[0.29,-2.55],[0.29,-0.45]],[[-0.32,-2.55],[-3.01,-2.55],[-3.01,-1.94],[-0.32,-1.94],[-0.32,-1.05],[-3.01,-1.05],[-3.01,-0.45],[-0.32,-0.45],[-0.32,-2.55]],[[0.29,2.55],[2.98,2.55],[2.98,1.94],[0.29,1.94],[0.29,1.05],[2.98,1.05],[2.98,0.45],[0.29,0.45],[0.29,-7.2],[-0.32,-7.2],[-1.93,-3.6],[-1.32,-3.6],[-0.32,-5.88],[-0.32,0.45],[-3.01,0.45],[-3.01,1.05],[-0.32,1.05],[-0.32,1.94],[-3.01,1.94],[-3.01,2.55],[-0.32,2.55],[-0.32,7.2],[0.29,7.2],[1.92,3.6],[1.31,3.6],[0.29,5.86],[0.29,2.55]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol816,Point,AZGS.2109,AZGS.2109,Close jointing,"{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":0,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":10.08,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-5.04,""ymin"":-5.04,""xmax"":5.04,""ymax"":5.04},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[-4.44,-0.3],[-1.8,0.3],[-4.44,0.3],[-4.44,1.61],[-5.04,1.61],[-5.04,-1.63],[-4.44,-1.63],[-4.44,-0.3]],[[-4.44,-0.3],[-1.8,0.3],[-1.8,1.8],[-0.3,1.8],[-0.3,4.44],[-1.63,4.44],[-1.63,5.04],[1.61,5.04],[1.61,4.44],[0.3,4.44],[0.3,1.8],[1.8,1.8],[1.8,0.3],[4.44,0.3],[4.44,1.61],[5.04,1.61],[5.04,-1.63],[4.44,-1.63],[4.44,-0.3],[1.8,-0.3],[1.8,-1.8],[0.3,-1.8],[0.3,-4.44],[1.61,-4.44],[1.61,-5.04],[-1.63,-5.04],[-1.63,-4.44],[-0.3,-4.44],[-0.3,-1.8],[-1.8,-1.8],[-1.8,-0.3],[-4.44,-0.3]],[[1.21,-1.2],[1.21,1.21],[-1.2,1.21],[-1.2,-1.2],[1.21,-1.2]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol817,Point,AZGS.2117,AZGS.2117,"superimposed disjunct cleavage, inclined","{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":-0.092500000000000013,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-5.87,""ymin"":-7.2,""xmax"":8.53,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[0.29,-4.94],[2.98,-4.94],[2.98,-5.54],[0.29,-5.54],[0.29,-6.6],[2.98,-6.6],[2.98,-7.2],[-0.32,-7.2],[-0.32,7.2],[2.98,7.2],[2.98,6.6],[0.29,6.6],[0.29,-4.94]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol818,Point,AZGS.2118,AZGS.2118,Close jointing,"{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":-0.08950000000000001,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-5.91,""ymin"":-7.2,""xmax"":8.49,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[0.24,-1.2],[1.73,-1.2],[1.73,1.2],[0.24,1.2],[0.24,-1.2]],[[-0.36,-7.2],[-0.36,7.2],[2.94,7.2],[2.94,6.6],[0.24,6.6],[0.24,1.8],[2.33,1.8],[2.33,-1.8],[0.24,-1.8],[0.24,-6.6],[2.94,-6.6],[2.94,-7.2],[-0.36,-7.2]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol819,Point,AZGS.2178,AZGS.2178,Close jointing,"{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":0.0019999999999999957,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-7.23,""ymin"":-7.2,""xmax"":7.17,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[-1.22,-1.2],[1.17,-1.2],[1.17,1.2],[-1.22,1.2],[-1.22,-1.2]],[[-2.43,-7.2],[-2.43,-6.6],[-0.33,-6.6],[-0.33,-1.8],[-1.83,-1.8],[-1.83,1.8],[-0.33,1.8],[-0.33,6.6],[-2.43,6.6],[-2.43,7.2],[2.38,7.2],[2.38,6.6],[0.27,6.6],[0.27,1.8],[1.77,1.8],[1.77,-1.8],[0.27,-1.8],[0.27,-6.6],[2.38,-6.6],[2.38,-7.2],[-2.43,-7.2]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol820,Point,AZGS.2119,AZGS.2119,"Mylonitic foliation, weak grain shape fabric","{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":-0.10099999999999999,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-5.75,""ymin"":-7.2,""xmax"":8.65,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[0.26,1.08],[0.26,-1.08],[2.09,0.0],[0.26,1.08]],[[0.26,-1.8],[0.26,-6.6],[2.95,-6.6],[2.95,-7.2],[-0.35,-7.2],[-0.35,7.2],[0.26,7.2],[0.26,1.8],[3.25,0.0],[0.26,-1.8]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
Symbol821,Point,AZGS.2120,AZGS.2120,"Mylonitic foliation, protomylonite","{""type"": ""CIMSymbolReference"", ""symbol"": {""type"":""CIMPointSymbol"",""symbolLayers"":[{""type"":""CIMVectorMarker"",""enable"":true,""colorLocked"":true,""primitiveName"":""1.0"",""anchorPoint"":{""x"":-0.11,""y"":0},""anchorPointUnits"":""Relative"",""dominantSizeAxis3D"":""Z"",""size"":14.4,""billboardMode3D"":""FaceNearPlane"",""frame"":{""xmin"":-5.62,""ymin"":-7.2,""xmax"":8.78,""ymax"":7.2},""markerGraphics"":[{""type"":""CIMMarkerGraphic"",""geometry"":{""rings"":[[[0.39,1.08],[0.39,-1.08],[2.22,0.0],[0.39,1.08]],[[3.08,6.6],[0.39,6.6],[0.39,1.8],[3.38,0.0],[0.39,-1.8],[0.39,-6.6],[3.08,-6.6],[3.08,-7.2],[-0.22,-7.2],[-0.22,7.2],[3.08,7.2],[3.08,6.6]]],""spatialReference"":{""wkid"":null}},""symbol"":{""type"":""CIMPolygonSymbol"",""symbolLayers"":[{""type"":""CIMSolidFill"",""enable"":true,""color"":{""type"":""CIMCMYKColor"",""values"":[0,0,0,100,100]}}]}}],""scaleSymbolsProportionally"":true,""respectFrame"":true}],""haloSize"":1,""scaleX"":1,""angleAlignment"":""Map""}}"
